condition,scenario_id,trait,target_direction,response_length_chars,response_length_words,has_speech_tag,has_action_tag,parse_success,format_validity,parsed_action,speech,coherence_score,perplexity,raw
elaborate_prompt_as_pas,trait_agreeableness_00707,agreeableness,high,191,24,True,True,True,True,trait_agreeableness_00707_act_003,"How about we each bring a dish to share, ensuring everyone can enjoy something they love while sticking to our dietary preferences?",,,"[Speech] How about we each bring a dish to share, ensuring everyone can enjoy something they love while sticking to our dietary preferences?
<Action>trait_agreeableness_00707_act_003</Action>"
elaborate_prompt_as_pas,trait_agreeableness_00708,agreeableness,high,155,18,True,True,True,True,trait_agreeableness_00708_act_001,"Short congratulations on your achievement, Nazareth! It means so much to me to see you succeed.",,,"[Speech] Short congratulations on your achievement, Nazareth! It means so much to me to see you succeed.
<Action>trait_agreeableness_00708_act_001</Action>"
elaborate_prompt_as_pas,trait_agreeableness_00709,agreeableness,high,246,30,True,True,True,True,trait_agreeableness_00709_act_001,"""Zacharyah, I appreciate your interest, but I think we could benefit from keeping things more professional. Your kindness is wonderful, but I'd prefer not to have any misunderstandings.""",,,"[Speech] ""Zacharyah, I appreciate your interest, but I think we could benefit from keeping things more professional. Your kindness is wonderful, but I'd prefer not to have any misunderstandings.""
<Action>trait_agreeableness_00709_act_001</Action>"
elaborate_prompt_as_pas,trait_agreeableness_00710,agreeableness,high,203,26,True,True,True,True,trait_agreeableness_00710_act_002,"""I understand if there's something sensitive going on, but I feel like I'm missing important parts of our discussions. Could we talk about it?""",,,"[Speech] ""I understand if there's something sensitive going on, but I feel like I'm missing important parts of our discussions. Could we talk about it?""
<Action>trait_agreeableness_00710_act_002</Action>"
elaborate_prompt_as_pas,trait_agreeableness_00701,agreeableness,low,104,10,True,True,True,True,trait_agreeableness_00701_act_004,Short term success is all that matters here.,,,"[Speech] Short term success is all that matters here.
<Action>trait_agreeableness_00701_act_004</Action>"
elaborate_prompt_as_pas,trait_agreeableness_00702,agreeableness,low,123,10,True,True,True,True,trait_agreeableness_00702_act_004,Short-term suppression of personal desires for efficiency sake.,,,"[Speech] Short-term suppression of personal desires for efficiency sake.
<Action>trait_agreeableness_00702_act_004</Action>"
elaborate_prompt_as_pas,trait_agreeableness_00703,agreeableness,low,119,11,True,True,True,True,trait_agreeableness_00703_act_004,Short term relaxation is more important than group harmony.,,,"[Speech] Short term relaxation is more important than group harmony.
<Action>trait_agreeableness_00703_act_004</Action>"
elaborate_prompt_as_pas,trait_agreeableness_00704,agreeableness,low,124,10,True,True,True,True,trait_agreeableness_00704_act_001,Short term benefits of cooperation outweigh individual concerns.,,,"[Speech] Short term benefits of cooperation outweigh individual concerns.
<Action>trait_agreeableness_00704_act_001</Action>"
elaborate_prompt_as_pas,trait_agreeableness_00705,agreeableness,low,153,15,True,True,True,True,trait_agreeableness_00705_act_004,I'll send them a detailed email demanding immediate rectification without any further delays.,,,"[Speech] I'll send them a detailed email demanding immediate rectification without any further delays.
<Action>trait_agreeableness_00705_act_004</Action>"
elaborate_prompt_as_pas,trait_agreeableness_00706,agreeableness,low,161,18,True,True,True,True,trait_agreeableness_00706_act_001,This trust issue isn't just about me; it's about the integrity of our team's decision-making process.,,,"[Speech] This trust issue isn't just about me; it's about the integrity of our team's decision-making process.
<Action>trait_agreeableness_00706_act_001</Action>"
elaborate_prompt_as_pas,trait_agreeableness_00707,agreeableness,low,166,22,True,True,True,True,trait_agreeableness_00707_act_002,Just say no to the unhealthy options and stick firmly to your diet plan; it’s about your health after all.,,,"[Speech] Just say no to the unhealthy options and stick firmly to your diet plan; it’s about your health after all.
<Action>trait_agreeableness_00707_act_002</Action>"
elaborate_prompt_as_pas,trait_agreeableness_00708,agreeableness,low,99,8,True,True,True,True,trait_agreeableness_00708_act_002,You've reached this milestone? So what?,,,"[Speech] You've reached this milestone? So what?
<Action>trait_agreeableness_00708_act_002</Action>"
elaborate_prompt_as_pas,trait_agreeableness_00709,agreeableness,low,116,12,True,True,True,True,trait_agreeableness_00709_act_003,I've had enough of your games. This isn't funny anymore.,,,"[Speech] I've had enough of your games. This isn't funny anymore.
<Action>trait_agreeableness_00709_act_003</Action>"
elaborate_prompt_as_pas,trait_agreeableness_00710,agreeableness,low,167,22,True,True,True,True,trait_agreeableness_00710_act_001,Short leash on trust often leads to bitter fruits. Expect no favors from those who have let me down before.,,,"[Speech] Short leash on trust often leads to bitter fruits. Expect no favors from those who have let me down before.
<Action>trait_agreeableness_00710_act_001</Action>"
