condition,scenario_id,trait,target_direction,response_length_chars,response_length_words,has_speech_tag,has_action_tag,parse_success,format_validity,parsed_action,speech,coherence_score,perplexity,raw
one_line_prompt,trait_agreeableness_00727,agreeableness,high,209,23,True,True,True,True,trait_agreeableness_00727_act_003,"Short dialogue: Let's first acknowledge the intentions behind this policy, but I'm concerned it might undermine our team's sense of accountability.",,,"[Speech] Short dialogue: Let's first acknowledge the intentions behind this policy, but I'm concerned it might undermine our team's sense of accountability.  
<Action>trait_agreeableness_00727_act_003</Action>"
one_line_prompt,trait_agreeableness_00728,agreeableness,high,150,14,True,True,True,True,trait_agreeableness_00728_act_004,"Let's address Kashtin's concerns directly and fairly, ensuring everyone's ideas are heard.",,,"[Speech] Let's address Kashtin's concerns directly and fairly, ensuring everyone's ideas are heard.
<Action>trait_agreeableness_00728_act_004</Action>"
one_line_prompt,trait_agreeableness_00729,agreeableness,high,189,26,True,True,True,True,trait_agreeableness_00729_act_004,"I know it's hard to forgive, but sometimes we need to give ourselves grace. Let's find a quiet place to talk about what happened.",,,"[Speech] I know it's hard to forgive, but sometimes we need to give ourselves grace. Let's find a quiet place to talk about what happened.
<Action>trait_agreeableness_00729_act_004</Action>"
one_line_prompt,trait_agreeableness_00730,agreeableness,high,154,15,True,True,True,True,trait_agreeableness_00730_act_002,I believe strict accountability can sometimes be motivating. Let's focus on improvement first.,,,"[Speech] I believe strict accountability can sometimes be motivating. Let's focus on improvement first.
<Action>trait_agreeableness_00730_act_002</Action>"
one_line_prompt,trait_agreeableness_00731,agreeableness,high,234,28,True,True,True,True,trait_agreeableness_00731_act_001,"Perhaps you could delegate some of your responsibilities to other volunteers, which would allow you to continue supporting the charity while also managing your stress better.",,,"[Speech] Perhaps you could delegate some of your responsibilities to other volunteers, which would allow you to continue supporting the charity while also managing your stress better.
<Action>trait_agreeableness_00731_act_001</Action>"
one_line_prompt,trait_agreeableness_00732,agreeableness,high,155,18,True,True,True,True,trait_agreeableness_00732_act_002,"Short dialogue, but I think we should reschedule your retreat. Your friend needs your help now.",,,"[Speech] Short dialogue, but I think we should reschedule your retreat. Your friend needs your help now.
<Action>trait_agreeableness_00732_act_002</Action>"
one_line_prompt,trait_agreeableness_00733,agreeableness,high,188,25,True,True,True,True,trait_agreeableness_00733_act_004,"I think it's important to keep my promises, but perhaps we can adjust the start of our next meeting to accommodate my tardiness.",,,"[Speech] I think it's important to keep my promises, but perhaps we can adjust the start of our next meeting to accommodate my tardiness.
<Action>trait_agreeableness_00733_act_004</Action>"
one_line_prompt,trait_agreeableness_00734,agreeableness,high,182,22,True,True,True,True,trait_agreeableness_00734_act_004,It seems like open communication could really help here. Let's find a way for everyone to share their perspectives calmly.,,,"[Speech] It seems like open communication could really help here. Let's find a way for everyone to share their perspectives calmly.
<Action>trait_agreeableness_00734_act_004</Action>"
one_line_prompt,trait_agreeableness_00735,agreeableness,high,191,23,True,True,True,True,trait_agreeableness_00735_act_001,Maybe you can ask your friend how they feel about their project first to understand their perspective before sharing your thoughts.,,,"[Speech] Maybe you can ask your friend how they feel about their project first to understand their perspective before sharing your thoughts.
<Action>trait_agreeableness_00735_act_001</Action>"
one_line_prompt,trait_agreeableness_00736,agreeableness,high,178,21,True,True,True,True,trait_agreeableness_00736_act_004,"Short dialogue: ""I understand the need for cooperation, but let's find a way to keep my contributions recognized too.""",,,"[Speech] Short dialogue: ""I understand the need for cooperation, but let's find a way to keep my contributions recognized too.""
<Action>trait_agreeableness_00736_act_004</Action>"
one_line_prompt,trait_agreeableness_00737,agreeableness,high,196,22,True,True,True,True,trait_agreeableness_00737_act_002,"Short dialogue: ""Defending PersonZ isn't just about them; it's also about fostering a healthy team dynamic where everyone feels valued.""",,,"[Speech] Short dialogue: ""Defending PersonZ isn't just about them; it's also about fostering a healthy team dynamic where everyone feels valued.""
<Action>trait_agreeableness_00737_act_002</Action>"
one_line_prompt,trait_agreeableness_00738,agreeableness,high,135,14,True,True,True,True,trait_agreeableness_00738_act_004,Short-term support will help them manage better while they find their feet.,,,"[Speech] Short-term support will help them manage better while they find their feet.
<Action>trait_agreeableness_00738_act_004</Action>"
one_line_prompt,trait_agreeableness_00739,agreeableness,high,187,22,True,True,True,True,trait_agreeableness_00739_act_001,Short dialogue: Perhaps we could discuss this further and find a way to align our goals without compromising your independence.,,,"[Speech] Short dialogue: Perhaps we could discuss this further and find a way to align our goals without compromising your independence.
<Action>trait_agreeableness_00739_act_001</Action>"
one_line_prompt,trait_agreeableness_00740,agreeableness,high,169,19,True,True,True,True,trait_agreeableness_00740_act_003,"Short dialogue: ""Hikari, I've noticed we've been spending a lot of time together lately. Is everything okay?""",,,"[Speech] Short dialogue: ""Hikari, I've noticed we've been spending a lot of time together lately. Is everything okay?""
<Action>trait_agreeableness_00740_act_003</Action>"
one_line_prompt,trait_agreeableness_00741,agreeableness,high,214,28,True,True,True,True,trait_agreeableness_00741_act_001,"""Janya, I've noticed your deadlines slipping lately. Let's talk about this privately and see if we can find a way to better manage our workload together.""",,,"[Speech] ""Janya, I've noticed your deadlines slipping lately. Let's talk about this privately and see if we can find a way to better manage our workload together.""
<Action>trait_agreeableness_00741_act_001</Action>"
one_line_prompt,trait_agreeableness_00742,agreeableness,high,155,17,True,True,True,True,trait_agreeableness_00742_act_002,I think it's important we discuss this further and make sure we're not overextending ourselves.,,,"[Speech] I think it's important we discuss this further and make sure we're not overextending ourselves.
<Action>trait_agreeableness_00742_act_002</Action>"
one_line_prompt,trait_agreeableness_00743,agreeableness,high,157,20,True,True,True,True,trait_agreeableness_00743_act_001,"Maybe you could offer to help train someone else to share the workload, easing the burden on you.",,,"[Speech] Maybe you could offer to help train someone else to share the workload, easing the burden on you.
<Action>trait_agreeableness_00743_act_001</Action>"
one_line_prompt,trait_agreeableness_00744,agreeableness,high,157,19,True,True,True,True,trait_agreeableness_00744_act_004,Let's talk about this privately first; maybe we can find a way to work together more effectively.,,,"[Speech] Let's talk about this privately first; maybe we can find a way to work together more effectively.
<Action>trait_agreeableness_00744_act_004</Action>"
one_line_prompt,trait_agreeableness_00745,agreeableness,high,198,27,True,True,True,True,trait_agreeableness_00745_act_004,"I think it's important to be mindful of our own needs too. Sharing the guitar could help them, but we shouldn't neglect our own enjoyment.",,,"[Speech] I think it's important to be mindful of our own needs too. Sharing the guitar could help them, but we shouldn't neglect our own enjoyment.
<Action>trait_agreeableness_00745_act_004</Action>"
one_line_prompt,trait_agreeableness_00746,agreeableness,high,166,20,True,True,True,True,trait_agreeableness_00746_act_002,Short dialogue: Offering to help can be a great way to boost morale and ensure everyone stays motivated.,,,"[Speech] Short dialogue: Offering to help can be a great way to boost morale and ensure everyone stays motivated.  
<Action>trait_agreeableness_00746_act_002</Action>"
one_line_prompt,trait_agreeableness_00747,agreeableness,high,135,16,True,True,True,True,trait_agreeableness_00747_act_001,Let's have a quick team check-in; it'll help us all stay sharp and focused.,,,"[Speech] Let's have a quick team check-in; it'll help us all stay sharp and focused.
<Action>trait_agreeableness_00747_act_001</Action>"
one_line_prompt,trait_agreeableness_00748,agreeableness,high,185,20,True,True,True,True,trait_agreeableness_00748_act_004,Short dialogue: Perhaps we should address this together; it might help Melicia understand the importance of fair recognition.,,,"[Speech] Short dialogue: Perhaps we should address this together; it might help Melicia understand the importance of fair recognition.
<Action>trait_agreeableness_00748_act_004</Action>"
one_line_prompt,trait_agreeableness_00749,agreeableness,high,177,19,True,True,True,True,trait_agreeableness_00749_act_004,"Short dialogue: ""Avoiding conflicts doesn't mean we ignore issues; it's important to address them gently yet firmly.""",,,"[Speech] Short dialogue: ""Avoiding conflicts doesn't mean we ignore issues; it's important to address them gently yet firmly.""
<Action>trait_agreeableness_00749_act_004</Action>"
one_line_prompt,trait_agreeableness_00750,agreeableness,high,161,18,True,True,True,True,trait_agreeableness_00750_act_004,Let's not let complacency set in; we need to keep pushing boundaries and exploring new possibilities.,,,"[Speech] Let's not let complacency set in; we need to keep pushing boundaries and exploring new possibilities.
<Action>trait_agreeableness_00750_act_004</Action>"
one_line_prompt,trait_agreeableness_00701,agreeableness,low,138,15,True,True,True,True,trait_agreeableness_00701_act_004,Shorter plans might not always work; sticking to my guns seems more effective.,,,"[Speech] Shorter plans might not always work; sticking to my guns seems more effective.
<Action>trait_agreeableness_00701_act_004</Action>"
one_line_prompt,trait_agreeableness_00702,agreeableness,low,174,19,True,True,True,True,trait_agreeableness_00702_act_003,"Short dialogue: ""I'll need to prioritize my existing projects and decline this one to avoid overextending myself.""",,,"[Speech] Short dialogue: ""I'll need to prioritize my existing projects and decline this one to avoid overextending myself.""
<Action>trait_agreeableness_00702_act_003</Action>"
one_line_prompt,trait_agreeableness_00703,agreeableness,low,154,17,True,True,True,True,trait_agreeableness_00703_act_004,Short-term relaxation is crucial; I'll use my bonus for the vacation I've been dreaming about.,,,"[Speech] Short-term relaxation is crucial; I'll use my bonus for the vacation I've been dreaming about.
<Action>trait_agreeableness_00703_act_004</Action>"
one_line_prompt,trait_agreeableness_00704,agreeableness,low,185,21,True,True,True,True,trait_agreeableness_00704_act_001,"I see, always cooperating might lead us to overlook our individual perspectives. Let's not just blindly follow this decision.",,,"[Speech] I see, always cooperating might lead us to overlook our individual perspectives. Let's not just blindly follow this decision.
<Action>trait_agreeableness_00704_act_001</Action>"
one_line_prompt,trait_agreeableness_00705,agreeableness,low,142,18,True,True,True,True,trait_agreeableness_00705_act_002,"I won't play their game. They need to meet my standards, not the other way around.",,,"[Speech] I won't play their game. They need to meet my standards, not the other way around.
<Action>trait_agreeableness_00705_act_002</Action>"
one_line_prompt,trait_agreeableness_00706,agreeableness,low,149,19,True,True,True,True,trait_agreeableness_00706_act_001,I've noticed your dismissals seem to happen too often. We need to have a talk about that.,,,"[Speech] I've noticed your dismissals seem to happen too often. We need to have a talk about that.
<Action>trait_agreeableness_00706_act_001</Action>"
one_line_prompt,trait_agreeableness_00707,agreeableness,low,173,23,True,True,True,True,trait_agreeableness_00707_act_003,"Short dialogue: ""I'll bring a dish to share, ensuring I stay within my limits while still being part of the fun.""",,,"[Speech] Short dialogue: ""I'll bring a dish to share, ensuring I stay within my limits while still being part of the fun.""
<Action>trait_agreeableness_00707_act_003</Action>"
one_line_prompt,trait_agreeableness_00708,agreeableness,low,147,17,True,True,True,True,trait_agreeableness_00708_act_002,"I noticed you've achieved something big. Own it, let everyone know how hard you worked!",,,"[Speech] I noticed you've achieved something big. Own it, let everyone know how hard you worked!
<Action>trait_agreeableness_00708_act_002</Action>"
one_line_prompt,trait_agreeableness_00709,agreeableness,low,117,13,True,True,True,True,trait_agreeableness_00709_act_003,"I've had enough of this. You need to back off, Zacharyah.",,,"[Speech] I've had enough of this. You need to back off, Zacharyah.
<Action>trait_agreeableness_00709_act_003</Action>"
one_line_prompt,trait_agreeableness_00710,agreeableness,low,148,19,True,True,True,True,trait_agreeableness_00710_act_001,"Short of patience, I demand to know why my trust was betrayed and why I wasn't informed.",,,"[Speech] Short of patience, I demand to know why my trust was betrayed and why I wasn't informed.
<Action>trait_agreeableness_00710_act_001</Action>"
one_line_prompt,trait_agreeableness_00711,agreeableness,low,189,20,True,True,True,True,trait_agreeableness_00711_act_004,"Short-term gains might outweigh the long-term benefits, but sometimes stepping out of comfort zones is necessary for advancement.",,,"[Speech] Short-term gains might outweigh the long-term benefits, but sometimes stepping out of comfort zones is necessary for advancement.
<Action>trait_agreeableness_00711_act_004</Action>"
one_line_prompt,trait_agreeableness_00712,agreeableness,low,164,19,True,True,True,True,trait_agreeableness_00712_act_002,"Short dialogue: ""Considering the risk of missing out on quick decisions, I think I'll skip this dinner.""",,,"[Speech] Short dialogue: ""Considering the risk of missing out on quick decisions, I think I'll skip this dinner.""
<Action>trait_agreeableness_00712_act_002</Action>"
one_line_prompt,trait_agreeableness_00713,agreeableness,low,174,19,True,True,True,True,trait_agreeableness_00713_act_004,"Short consideration is key, but sometimes missing out on an opportunity is better than being overly accommodating.",,,"[Speech] Short consideration is key, but sometimes missing out on an opportunity is better than being overly accommodating.
<Action>trait_agreeableness_00713_act_004</Action>"
one_line_prompt,trait_agreeableness_00714,agreeableness,low,143,16,True,True,True,True,trait_agreeableness_00714_act_001,Short delays won't make a difference; you'll still miss out if you're too cautious.,,,"[Speech] Short delays won't make a difference; you'll still miss out if you're too cautious.
<Action>trait_agreeableness_00714_act_001</Action>"
one_line_prompt,trait_agreeableness_00715,agreeableness,low,172,21,True,True,True,True,trait_agreeableness_00715_act_004,Short deadlines and strict schedules can be stressful. Let's push back on those and focus on what truly matters.,,,"[Speech] Short deadlines and strict schedules can be stressful. Let's push back on those and focus on what truly matters.
<Action>trait_agreeableness_00715_act_004</Action>"
one_line_prompt,trait_agreeableness_00716,agreeableness,low,98,6,True,True,True,True,trait_agreeableness_00716_act_001,"Short commitment, long-term success.",,,"[Speech] Short commitment, long-term success.  
<Action>trait_agreeableness_00716_act_001</Action>"
one_line_prompt,trait_agreeableness_00717,agreeableness,low,125,12,True,True,True,True,trait_agreeableness_00717_act_004,Short commitment overload leads to burnout; let's find a balance.,,,"[Speech] Short commitment overload leads to burnout; let's find a balance.
<Action>trait_agreeableness_00717_act_004</Action>"
one_line_prompt,trait_agreeableness_00718,agreeableness,low,130,14,True,True,True,True,trait_agreeableness_00718_act_004,Short humor won't solve this; we need to address the underlying issue.,,,"[Speech] Short humor won't solve this; we need to address the underlying issue.
<Action>trait_agreeableness_00718_act_004</Action>"
one_line_prompt,trait_agreeableness_00719,agreeableness,low,125,11,True,True,True,True,trait_agreeableness_00719_act_004,"Short dialogue, but remember, constant support can be exhausting.",,,"[Speech] Short dialogue, but remember, constant support can be exhausting.
<Action>trait_agreeableness_00719_act_004</Action>"
one_line_prompt,trait_agreeableness_00720,agreeableness,low,144,14,True,True,True,True,trait_agreeableness_00720_act_002,"Short-term, keeping it might be better; long-term, they'll appreciate the help more.",,,"[Speech] Short-term, keeping it might be better; long-term, they'll appreciate the help more.
<Action>trait_agreeableness_00720_act_002</Action>"
one_line_prompt,trait_agreeableness_00721,agreeableness,low,178,21,True,True,True,True,trait_agreeableness_00721_act_004,"Short dialogue: ""Considering the time and resources you spent without asking, I think it's only fair we discuss this.""",,,"[Speech] Short dialogue: ""Considering the time and resources you spent without asking, I think it's only fair we discuss this.""
<Action>trait_agreeableness_00721_act_004</Action>"
one_line_prompt,trait_agreeableness_00722,agreeableness,low,142,14,True,True,True,True,trait_agreeableness_00722_act_001,"Short-term sacrifices are fine, but make sure to acknowledge my efforts afterward.",,,"[Speech] Short-term sacrifices are fine, but make sure to acknowledge my efforts afterward.
<Action>trait_agreeableness_00722_act_001</Action>"
one_line_prompt,trait_agreeableness_00723,agreeableness,low,142,18,True,True,True,True,trait_agreeableness_00723_act_004,"Shorter time here, Tavleen. I think it's best if we both go our separate ways now.",,,"[Speech] Shorter time here, Tavleen. I think it's best if we both go our separate ways now.
<Action>trait_agreeableness_00723_act_004</Action>"
one_line_prompt,trait_agreeableness_00724,agreeableness,low,113,11,True,True,True,True,trait_agreeableness_00724_act_001,Shorter days are better spent on what matters most.,,,"[Speech] Shorter days are better spent on what matters most.  
<Action>trait_agreeableness_00724_act_001</Action>"
one_line_prompt,trait_agreeableness_00725,agreeableness,low,124,13,True,True,True,True,trait_agreeableness_00725_act_003,"Short dialogue, but I'll stick to my stance and avoid apologies.",,,"[Speech] Short dialogue, but I'll stick to my stance and avoid apologies.
<Action>trait_agreeableness_00725_act_003</Action>"
one_line_prompt,trait_agreeableness_00726,agreeableness,low,164,17,True,True,True,True,trait_agreeableness_00726_act_004,"Short-term financial assistance might not set a good example, but long-term support could be beneficial.",,,"[Speech] Short-term financial assistance might not set a good example, but long-term support could be beneficial.
<Action>trait_agreeableness_00726_act_004</Action>"
one_line_prompt,trait_agreeableness_00727,agreeableness,low,186,22,True,True,True,True,trait_agreeableness_00727_act_001,Over-forgiving might seem like a sign of weakness or lax standards. How can we ensure consistency without appearing too harsh?,,,"[Speech] Over-forgiving might seem like a sign of weakness or lax standards. How can we ensure consistency without appearing too harsh?
<Action>trait_agreeableness_00727_act_001</Action>"
one_line_prompt,trait_agreeableness_00728,agreeableness,low,145,19,True,True,True,True,trait_agreeableness_00728_act_001,I'll have him vote against it at our next meeting to show he can't sway the majority.,,,"[Speech] I'll have him vote against it at our next meeting to show he can't sway the majority.
<Action>trait_agreeableness_00728_act_001</Action>"
one_line_prompt,trait_agreeableness_00729,agreeableness,low,154,16,True,True,True,True,trait_agreeableness_00729_act_004,Short forgiveness won't solve anything; we need to set boundaries and hold people accountable.,,,"[Speech] Short forgiveness won't solve anything; we need to set boundaries and hold people accountable.
<Action>trait_agreeableness_00729_act_004</Action>"
one_line_prompt,trait_agreeableness_00730,agreeableness,low,142,15,True,True,True,True,trait_agreeableness_00730_act_001,I think withholding her paycheck might send the wrong message about our standards.,,,"[Speech] I think withholding her paycheck might send the wrong message about our standards.
<Action>trait_agreeableness_00730_act_001</Action>"
one_line_prompt,trait_agreeableness_00731,agreeableness,low,111,11,True,True,True,True,trait_agreeableness_00731_act_002,It seems like managing my limits is crucial here.,,,"[Speech] It seems like managing my limits is crucial here.  
<Action>trait_agreeableness_00731_act_002</Action>"
one_line_prompt,trait_agreeableness_00732,agreeableness,low,155,20,True,True,True,True,trait_agreeableness_00732_act_001,I need to focus on my own commitments this weekend; let's find someone else to handle the move.,,,"[Speech] I need to focus on my own commitments this weekend; let's find someone else to handle the move.
<Action>trait_agreeableness_00732_act_001</Action>"
one_line_prompt,trait_agreeableness_00733,agreeableness,low,137,19,True,True,True,True,trait_agreeableness_00733_act_003,"Short of staying true to my word, I might as well just cut this short and go.",,,"[Speech] Short of staying true to my word, I might as well just cut this short and go.
<Action>trait_agreeableness_00733_act_003</Action>"
one_line_prompt,trait_agreeableness_00734,agreeableness,low,129,15,True,True,True,True,trait_agreeableness_00734_act_001,I think we need to have a clear and direct conversation about this.,,,"[Speech] I think we need to have a clear and direct conversation about this.  
<Action>trait_agreeableness_00734_act_001</Action>"
one_line_prompt,trait_agreeableness_00735,agreeableness,low,119,14,True,True,True,True,trait_agreeableness_00735_act_002,"Short and to the point, ""I think we should be honest here.""",,,"[Speech] Short and to the point, ""I think we should be honest here.""
<Action>trait_agreeableness_00735_act_002</Action>"
one_line_prompt,trait_agreeableness_00736,agreeableness,low,103,9,True,True,True,True,trait_agreeableness_00736_act_002,Shorter tasks? That won't solve my problem.,,,"[Speech] Shorter tasks? That won't solve my problem.
<Action>trait_agreeableness_00736_act_002</Action>"
one_line_prompt,trait_agreeableness_00737,agreeableness,low,180,23,True,True,True,True,trait_agreeableness_00737_act_004,"I believe standing up for PersonZ will help them grow and succeed, even if it means stepping outside the norm sometimes.",,,"[Speech] I believe standing up for PersonZ will help them grow and succeed, even if it means stepping outside the norm sometimes.
<Action>trait_agreeableness_00737_act_004</Action>"
one_line_prompt,trait_agreeableness_00738,agreeableness,low,131,14,True,True,True,True,trait_agreeableness_00738_act_004,Short-term relief might be best; I'll prepare some extra meals for you.,,,"[Speech] Short-term relief might be best; I'll prepare some extra meals for you.
<Action>trait_agreeableness_00738_act_004</Action>"
one_line_prompt,trait_agreeableness_00739,agreeableness,low,117,8,True,True,True,True,trait_agreeableness_00739_act_004,Short-term gains might overshadow long-term consequences.,,,"[Speech] Short-term gains might overshadow long-term consequences.
<Action>trait_agreeableness_00739_act_004</Action>"
one_line_prompt,trait_agreeableness_00740,agreeableness,low,141,17,True,True,True,True,trait_agreeableness_00740_act_004,I think we need to have a talk about how our cooperation isn't benefiting anyone.,,,"[Speech] I think we need to have a talk about how our cooperation isn't benefiting anyone.
<Action>trait_agreeableness_00740_act_004</Action>"
one_line_prompt,trait_agreeableness_00741,agreeableness,low,117,12,True,True,True,True,trait_agreeableness_00741_act_003,"I've been overhelpful, and it's starting to wear on me.",,,"[Speech] I've been overhelpful, and it's starting to wear on me.  
<Action>trait_agreeableness_00741_act_003</Action>"
one_line_prompt,trait_agreeableness_00742,agreeableness,low,180,21,True,True,True,True,trait_agreeableness_00742_act_001,I think we're overextending ourselves here. Let's have a serious talk about how this might affect our team's well-being.,,,"[Speech] I think we're overextending ourselves here. Let's have a serious talk about how this might affect our team's well-being.
<Action>trait_agreeableness_00742_act_001</Action>"
one_line_prompt,trait_agreeableness_00743,agreeableness,low,117,13,True,True,True,True,trait_agreeableness_00743_act_002,Short on energy? Let's focus on what truly matters to me.,,,"[Speech] Short on energy? Let's focus on what truly matters to me.
<Action>trait_agreeableness_00743_act_002</Action>"
one_line_prompt,trait_agreeableness_00744,agreeableness,low,132,13,True,True,True,True,trait_agreeableness_00744_act_002,I'll confront them directly and demand they stop spreading those rumors.,,,"[Speech] I'll confront them directly and demand they stop spreading those rumors.
<Action>trait_agreeableness_00744_act_002</Action>"
one_line_prompt,trait_agreeableness_00745,agreeableness,low,128,17,True,True,True,True,trait_agreeableness_00745_act_003,I'll keep the guitar; you should find your own way to get a new one.,,,"[Speech] I'll keep the guitar; you should find your own way to get a new one.
<Action>trait_agreeableness_00745_act_003</Action>"
one_line_prompt,trait_agreeableness_00746,agreeableness,low,96,7,True,True,True,True,trait_agreeableness_00746_act_004,"Short dialogue, but I'm skeptical.",,,"[Speech] Short dialogue, but I'm skeptical.  
<Action>trait_agreeableness_00746_act_004</Action>"
one_line_prompt,trait_agreeableness_00747,agreeableness,low,153,16,True,False,False,False,trait_agreeableness_00747_act_002,"""Carielle, I've been noticing some inconsistencies in your reports. We need to discuss this.""
[Action]trait_agreeableness_00747_act_002</Action>",,,"[Speech] ""Carielle, I've been noticing some inconsistencies in your reports. We need to discuss this.""
[Action]trait_agreeableness_00747_act_002</Action>"
one_line_prompt,trait_agreeableness_00748,agreeableness,low,168,22,True,True,True,True,trait_agreeableness_00748_act_004,"""Melicia's behavior needs addressing, but I'll start by talking to her to see if she can change on her own.""",,,"[Speech] ""Melicia's behavior needs addressing, but I'll start by talking to her to see if she can change on her own.""
<Action>trait_agreeableness_00748_act_004</Action>"
one_line_prompt,trait_agreeableness_00749,agreeableness,low,163,18,True,True,True,True,trait_agreeableness_00749_act_004,"Short dialogue: ""Avoiding conflict doesn't mean I'm complacent; it's just a way to maintain my sanity.""",,,"[Speech] Short dialogue: ""Avoiding conflict doesn't mean I'm complacent; it's just a way to maintain my sanity.""
<Action>trait_agreeableness_00749_act_004</Action>"
one_line_prompt,trait_agreeableness_00750,agreeableness,low,135,16,True,True,True,True,trait_agreeableness_00750_act_001,"""Failure to question can lead to stagnation. We need to push for a change.""",,,"[Speech] ""Failure to question can lead to stagnation. We need to push for a change.""
<Action>trait_agreeableness_00750_act_001</Action>"
elaborate_prompt,trait_agreeableness_00701,agreeableness,high,180,21,True,True,True,True,trait_agreeableness_00701_act_002,"Short dialogue here: ""Let's gather everyone together to brainstorm ideas and find a middle ground that benefits us all.""",,,"[Speech] Short dialogue here: ""Let's gather everyone together to brainstorm ideas and find a middle ground that benefits us all.""
<Action>trait_agreeableness_00701_act_002</Action>"
elaborate_prompt,trait_agreeableness_00702,agreeableness,high,201,21,True,True,True,True,trait_agreeableness_00702_act_002,"Short dialogue here: ""Perhaps we could discuss how to ensure everyone's contributions are valued without compromising our quality standards.""",,,"[Speech] Short dialogue here: ""Perhaps we could discuss how to ensure everyone's contributions are valued without compromising our quality standards.""
<Action>trait_agreeableness_00702_act_002</Action>"
elaborate_prompt,trait_agreeableness_00703,agreeableness,high,185,21,True,True,True,True,trait_agreeableness_00703_act_001,Perhaps using a small portion of the bonus to support a community project could balance cooperation with personal investment.,,,"[Speech] Perhaps using a small portion of the bonus to support a community project could balance cooperation with personal investment.
<Action>trait_agreeableness_00703_act_001</Action>"
elaborate_prompt,trait_agreeableness_00704,agreeableness,high,205,26,True,True,True,True,trait_agreeableness_00704_act_004,"I understand we're all working towards a common goal, but perhaps we could also discuss how to incorporate our individual insights into the plan.",,,"[Speech] I understand we're all working towards a common goal, but perhaps we could also discuss how to incorporate our individual insights into the plan.
<Action>trait_agreeableness_00704_act_004</Action>"
elaborate_prompt,trait_agreeableness_00705,agreeableness,high,197,25,True,True,True,True,trait_agreeableness_00705_act_002,It seems wise to communicate clearly while maintaining a cooperative tone. Let's see if we can find a compromise that works for everyone.,,,"[Speech] It seems wise to communicate clearly while maintaining a cooperative tone. Let's see if we can find a compromise that works for everyone.
<Action>trait_agreeableness_00705_act_002</Action>"
elaborate_prompt,trait_agreeableness_00706,agreeableness,high,156,18,True,True,True,True,trait_agreeableness_00706_act_002,Let's talk about how we can improve our collaboration and make sure everyone's ideas are valued.,,,"[Speech] Let's talk about how we can improve our collaboration and make sure everyone's ideas are valued.
<Action>trait_agreeableness_00706_act_002</Action>"
elaborate_prompt,trait_agreeableness_00707,agreeableness,high,180,21,True,True,True,True,trait_agreeableness_00707_act_003,Short dialogue: Bringing a dish to share ensures you have a healthy option while still participating in the festivities.,,,"[Speech] Short dialogue: Bringing a dish to share ensures you have a healthy option while still participating in the festivities.
<Action>trait_agreeableness_00707_act_003</Action>"
elaborate_prompt,trait_agreeableness_00708,agreeableness,high,147,13,True,True,True,True,trait_agreeableness_00708_act_001,"Short recognition, public acknowledgment can inspire others and validate their efforts.",,,"[Speech] Short recognition, public acknowledgment can inspire others and validate their efforts.
<Action>trait_agreeableness_00708_act_001</Action>"
elaborate_prompt,trait_agreeableness_00709,agreeableness,high,186,23,True,True,True,True,trait_agreeableness_00709_act_001,"Short dialogue: ""I appreciate your concern, but I think we can both see that our relationship is more than just professional.""",,,"[Speech] Short dialogue: ""I appreciate your concern, but I think we can both see that our relationship is more than just professional.""
<Action>trait_agreeableness_00709_act_001</Action>"
elaborate_prompt,trait_agreeableness_00710,agreeableness,high,217,28,True,True,True,True,trait_agreeableness_00710_act_002,"Short dialogue: ""I understand if there's something sensitive going on, but I feel like I'm missing important parts of our discussions. Can we talk about it?""",,,"[Speech] Short dialogue: ""I understand if there's something sensitive going on, but I feel like I'm missing important parts of our discussions. Can we talk about it?""
<Action>trait_agreeableness_00710_act_002</Action>"
elaborate_prompt,trait_agreeableness_00711,agreeableness,high,147,16,True,True,True,True,trait_agreeableness_00711_act_004,"Short-term career advancement is tempting, but at what cost to my current life balance?",,,"[Speech] Short-term career advancement is tempting, but at what cost to my current life balance?
<Action>trait_agreeableness_00711_act_004</Action>"
elaborate_prompt,trait_agreeableness_00712,agreeableness,high,196,21,True,True,True,True,trait_agreeableness_00712_act_004,"Short dialogue: ""Considering the importance of networking, I think it's worth attending, even if it means being slightly uncomfortable.""",,,"[Speech] Short dialogue: ""Considering the importance of networking, I think it's worth attending, even if it means being slightly uncomfortable.""
<Action>trait_agreeableness_00712_act_004</Action>"
elaborate_prompt,trait_agreeableness_00713,agreeableness,high,186,21,True,True,True,True,trait_agreeableness_00713_act_002,Short dialogue? Sometimes being overly considerate can indeed lead to missed opportunities. Let's see how we can balance that.,,,"[Speech] Short dialogue? Sometimes being overly considerate can indeed lead to missed opportunities. Let's see how we can balance that.
<Action>trait_agreeableness_00713_act_002</Action>"
elaborate_prompt,trait_agreeableness_00714,agreeableness,high,153,19,True,True,True,True,trait_agreeableness_00714_act_004,"Short delays won't ruin the fun, but we need to ensure everything is ready before we leave.",,,"[Speech] Short delays won't ruin the fun, but we need to ensure everything is ready before we leave.  
<Action>trait_agreeableness_00714_act_004</Action>"
elaborate_prompt,trait_agreeableness_00715,agreeableness,high,216,30,True,True,True,True,trait_agreeableness_00715_act_002,"Taking care of you is important, but sometimes we need to step back and make decisions. Let's look at your workload together and see what we can streamline.",,,"[Speech] Taking care of you is important, but sometimes we need to step back and make decisions. Let's look at your workload together and see what we can streamline.
<Action>trait_agreeableness_00715_act_002</Action>"
