scenario_id,trait,target_direction,condition,prompt_style,raw,valid_actions,action_directions_json
trait_agreeableness_00739,agreeableness,high,one_line_prompt,one_line,"[Speech] Short dialogue: Perhaps we could discuss this further and find a way to align our goals without compromising your independence.
<Action>trait_agreeableness_00739_act_001</Action>",trait_agreeableness_00739_act_001|trait_agreeableness_00739_act_002|trait_agreeableness_00739_act_003|trait_agreeableness_00739_act_004,"{""trait_agreeableness_00739_act_001"": ""high"", ""trait_agreeableness_00739_act_002"": ""low"", ""trait_agreeableness_00739_act_003"": ""high"", ""trait_agreeableness_00739_act_004"": ""low""}"
trait_agreeableness_00740,agreeableness,high,one_line_prompt,one_line,"[Speech] Short dialogue: ""Hikari, I've noticed we've been spending a lot of time together lately. Is everything okay?""
<Action>trait_agreeableness_00740_act_003</Action>",trait_agreeableness_00740_act_001|trait_agreeableness_00740_act_002|trait_agreeableness_00740_act_003|trait_agreeableness_00740_act_004,"{""trait_agreeableness_00740_act_001"": ""low"", ""trait_agreeableness_00740_act_002"": ""low"", ""trait_agreeableness_00740_act_003"": ""high"", ""trait_agreeableness_00740_act_004"": ""high""}"
trait_agreeableness_00741,agreeableness,high,one_line_prompt,one_line,"[Speech] ""Janya, I've noticed your deadlines slipping lately. Let's talk about this privately and see if we can find a way to better manage our workload together.""
<Action>trait_agreeableness_00741_act_001</Action>",trait_agreeableness_00741_act_001|trait_agreeableness_00741_act_002|trait_agreeableness_00741_act_003|trait_agreeableness_00741_act_004,"{""trait_agreeableness_00741_act_001"": ""high"", ""trait_agreeableness_00741_act_002"": ""high"", ""trait_agreeableness_00741_act_003"": ""low"", ""trait_agreeableness_00741_act_004"": ""low""}"
trait_agreeableness_00742,agreeableness,high,one_line_prompt,one_line,"[Speech] I think it's important we discuss this further and make sure we're not overextending ourselves.
<Action>trait_agreeableness_00742_act_002</Action>",trait_agreeableness_00742_act_001|trait_agreeableness_00742_act_002|trait_agreeableness_00742_act_003|trait_agreeableness_00742_act_004,"{""trait_agreeableness_00742_act_001"": ""low"", ""trait_agreeableness_00742_act_002"": ""high"", ""trait_agreeableness_00742_act_003"": ""low"", ""trait_agreeableness_00742_act_004"": ""high""}"
trait_agreeableness_00743,agreeableness,high,one_line_prompt,one_line,"[Speech] Maybe you could offer to help train someone else to share the workload, easing the burden on you.
<Action>trait_agreeableness_00743_act_001</Action>",trait_agreeableness_00743_act_001|trait_agreeableness_00743_act_002|trait_agreeableness_00743_act_003|trait_agreeableness_00743_act_004,"{""trait_agreeableness_00743_act_001"": ""high"", ""trait_agreeableness_00743_act_002"": ""low"", ""trait_agreeableness_00743_act_003"": ""high"", ""trait_agreeableness_00743_act_004"": ""low""}"
trait_agreeableness_00744,agreeableness,high,one_line_prompt,one_line,"[Speech] Let's talk about this privately first; maybe we can find a way to work together more effectively.
<Action>trait_agreeableness_00744_act_004</Action>",trait_agreeableness_00744_act_001|trait_agreeableness_00744_act_002|trait_agreeableness_00744_act_003|trait_agreeableness_00744_act_004,"{""trait_agreeableness_00744_act_001"": ""low"", ""trait_agreeableness_00744_act_002"": ""low"", ""trait_agreeableness_00744_act_003"": ""high"", ""trait_agreeableness_00744_act_004"": ""high""}"
trait_agreeableness_00745,agreeableness,high,one_line_prompt,one_line,"[Speech] I think it's important to be mindful of our own needs too. Sharing the guitar could help them, but we shouldn't neglect our own enjoyment.
<Action>trait_agreeableness_00745_act_004</Action>",trait_agreeableness_00745_act_001|trait_agreeableness_00745_act_002|trait_agreeableness_00745_act_003|trait_agreeableness_00745_act_004,"{""trait_agreeableness_00745_act_001"": ""high"", ""trait_agreeableness_00745_act_002"": ""high"", ""trait_agreeableness_00745_act_003"": ""low"", ""trait_agreeableness_00745_act_004"": ""low""}"
trait_agreeableness_00746,agreeableness,high,one_line_prompt,one_line,"[Speech] Short dialogue: Offering to help can be a great way to boost morale and ensure everyone stays motivated.  
<Action>trait_agreeableness_00746_act_002</Action>",trait_agreeableness_00746_act_001|trait_agreeableness_00746_act_002|trait_agreeableness_00746_act_003|trait_agreeableness_00746_act_004,"{""trait_agreeableness_00746_act_001"": ""low"", ""trait_agreeableness_00746_act_002"": ""high"", ""trait_agreeableness_00746_act_003"": ""low"", ""trait_agreeableness_00746_act_004"": ""high""}"
trait_agreeableness_00747,agreeableness,high,one_line_prompt,one_line,"[Speech] Let's have a quick team check-in; it'll help us all stay sharp and focused.
<Action>trait_agreeableness_00747_act_001</Action>",trait_agreeableness_00747_act_001|trait_agreeableness_00747_act_002|trait_agreeableness_00747_act_003|trait_agreeableness_00747_act_004,"{""trait_agreeableness_00747_act_001"": ""high"", ""trait_agreeableness_00747_act_002"": ""low"", ""trait_agreeableness_00747_act_003"": ""high"", ""trait_agreeableness_00747_act_004"": ""low""}"
trait_agreeableness_00748,agreeableness,high,one_line_prompt,one_line,"[Speech] Short dialogue: Perhaps we should address this together; it might help Melicia understand the importance of fair recognition.
<Action>trait_agreeableness_00748_act_004</Action>",trait_agreeableness_00748_act_001|trait_agreeableness_00748_act_002|trait_agreeableness_00748_act_003|trait_agreeableness_00748_act_004,"{""trait_agreeableness_00748_act_001"": ""low"", ""trait_agreeableness_00748_act_002"": ""low"", ""trait_agreeableness_00748_act_003"": ""high"", ""trait_agreeableness_00748_act_004"": ""high""}"
trait_agreeableness_00749,agreeableness,high,one_line_prompt,one_line,"[Speech] Short dialogue: ""Avoiding conflicts doesn't mean we ignore issues; it's important to address them gently yet firmly.""
<Action>trait_agreeableness_00749_act_004</Action>",trait_agreeableness_00749_act_001|trait_agreeableness_00749_act_002|trait_agreeableness_00749_act_003|trait_agreeableness_00749_act_004,"{""trait_agreeableness_00749_act_001"": ""high"", ""trait_agreeableness_00749_act_002"": ""high"", ""trait_agreeableness_00749_act_003"": ""low"", ""trait_agreeableness_00749_act_004"": ""low""}"
trait_agreeableness_00750,agreeableness,high,one_line_prompt,one_line,"[Speech] Let's not let complacency set in; we need to keep pushing boundaries and exploring new possibilities.
<Action>trait_agreeableness_00750_act_004</Action>",trait_agreeableness_00750_act_001|trait_agreeableness_00750_act_002|trait_agreeableness_00750_act_003|trait_agreeableness_00750_act_004,"{""trait_agreeableness_00750_act_001"": ""low"", ""trait_agreeableness_00750_act_002"": ""high"", ""trait_agreeableness_00750_act_003"": ""low"", ""trait_agreeableness_00750_act_004"": ""high""}"
trait_agreeableness_00701,agreeableness,low,one_line_prompt,one_line,"[Speech] Shorter plans might not always work; sticking to my guns seems more effective.
<Action>trait_agreeableness_00701_act_004</Action>",trait_agreeableness_00701_act_001|trait_agreeableness_00701_act_002|trait_agreeableness_00701_act_003|trait_agreeableness_00701_act_004,"{""trait_agreeableness_00701_act_001"": ""high"", ""trait_agreeableness_00701_act_002"": ""high"", ""trait_agreeableness_00701_act_003"": ""low"", ""trait_agreeableness_00701_act_004"": ""low""}"
trait_agreeableness_00702,agreeableness,low,one_line_prompt,one_line,"[Speech] Short dialogue: ""I'll need to prioritize my existing projects and decline this one to avoid overextending myself.""
<Action>trait_agreeableness_00702_act_003</Action>",trait_agreeableness_00702_act_001|trait_agreeableness_00702_act_002|trait_agreeableness_00702_act_003|trait_agreeableness_00702_act_004,"{""trait_agreeableness_00702_act_001"": ""low"", ""trait_agreeableness_00702_act_002"": ""high"", ""trait_agreeableness_00702_act_003"": ""low"", ""trait_agreeableness_00702_act_004"": ""high""}"
trait_agreeableness_00703,agreeableness,low,one_line_prompt,one_line,"[Speech] Short-term relaxation is crucial; I'll use my bonus for the vacation I've been dreaming about.
<Action>trait_agreeableness_00703_act_004</Action>",trait_agreeableness_00703_act_001|trait_agreeableness_00703_act_002|trait_agreeableness_00703_act_003|trait_agreeableness_00703_act_004,"{""trait_agreeableness_00703_act_001"": ""high"", ""trait_agreeableness_00703_act_002"": ""low"", ""trait_agreeableness_00703_act_003"": ""high"", ""trait_agreeableness_00703_act_004"": ""low""}"
trait_agreeableness_00704,agreeableness,low,one_line_prompt,one_line,"[Speech] I see, always cooperating might lead us to overlook our individual perspectives. Let's not just blindly follow this decision.
<Action>trait_agreeableness_00704_act_001</Action>",trait_agreeableness_00704_act_001|trait_agreeableness_00704_act_002|trait_agreeableness_00704_act_003|trait_agreeableness_00704_act_004,"{""trait_agreeableness_00704_act_001"": ""low"", ""trait_agreeableness_00704_act_002"": ""low"", ""trait_agreeableness_00704_act_003"": ""high"", ""trait_agreeableness_00704_act_004"": ""high""}"
trait_agreeableness_00705,agreeableness,low,one_line_prompt,one_line,"[Speech] I won't play their game. They need to meet my standards, not the other way around.
<Action>trait_agreeableness_00705_act_002</Action>",trait_agreeableness_00705_act_001|trait_agreeableness_00705_act_002|trait_agreeableness_00705_act_003|trait_agreeableness_00705_act_004,"{""trait_agreeableness_00705_act_001"": ""high"", ""trait_agreeableness_00705_act_002"": ""high"", ""trait_agreeableness_00705_act_003"": ""low"", ""trait_agreeableness_00705_act_004"": ""low""}"
trait_agreeableness_00706,agreeableness,low,one_line_prompt,one_line,"[Speech] I've noticed your dismissals seem to happen too often. We need to have a talk about that.
<Action>trait_agreeableness_00706_act_001</Action>",trait_agreeableness_00706_act_001|trait_agreeableness_00706_act_002|trait_agreeableness_00706_act_003|trait_agreeableness_00706_act_004,"{""trait_agreeableness_00706_act_001"": ""low"", ""trait_agreeableness_00706_act_002"": ""high"", ""trait_agreeableness_00706_act_003"": ""low"", ""trait_agreeableness_00706_act_004"": ""high""}"
trait_agreeableness_00707,agreeableness,low,one_line_prompt,one_line,"[Speech] Short dialogue: ""I'll bring a dish to share, ensuring I stay within my limits while still being part of the fun.""
<Action>trait_agreeableness_00707_act_003</Action>",trait_agreeableness_00707_act_001|trait_agreeableness_00707_act_002|trait_agreeableness_00707_act_003|trait_agreeableness_00707_act_004,"{""trait_agreeableness_00707_act_001"": ""high"", ""trait_agreeableness_00707_act_002"": ""low"", ""trait_agreeableness_00707_act_003"": ""high"", ""trait_agreeableness_00707_act_004"": ""low""}"
trait_agreeableness_00708,agreeableness,low,one_line_prompt,one_line,"[Speech] I noticed you've achieved something big. Own it, let everyone know how hard you worked!
<Action>trait_agreeableness_00708_act_002</Action>",trait_agreeableness_00708_act_001|trait_agreeableness_00708_act_002|trait_agreeableness_00708_act_003|trait_agreeableness_00708_act_004,"{""trait_agreeableness_00708_act_001"": ""low"", ""trait_agreeableness_00708_act_002"": ""low"", ""trait_agreeableness_00708_act_003"": ""high"", ""trait_agreeableness_00708_act_004"": ""high""}"
trait_agreeableness_00709,agreeableness,low,one_line_prompt,one_line,"[Speech] I've had enough of this. You need to back off, Zacharyah.
<Action>trait_agreeableness_00709_act_003</Action>",trait_agreeableness_00709_act_001|trait_agreeableness_00709_act_002|trait_agreeableness_00709_act_003|trait_agreeableness_00709_act_004,"{""trait_agreeableness_00709_act_001"": ""high"", ""trait_agreeableness_00709_act_002"": ""high"", ""trait_agreeableness_00709_act_003"": ""low"", ""trait_agreeableness_00709_act_004"": ""low""}"
trait_agreeableness_00710,agreeableness,low,one_line_prompt,one_line,"[Speech] Short of patience, I demand to know why my trust was betrayed and why I wasn't informed.
<Action>trait_agreeableness_00710_act_001</Action>",trait_agreeableness_00710_act_001|trait_agreeableness_00710_act_002|trait_agreeableness_00710_act_003|trait_agreeableness_00710_act_004,"{""trait_agreeableness_00710_act_001"": ""low"", ""trait_agreeableness_00710_act_002"": ""high"", ""trait_agreeableness_00710_act_003"": ""low"", ""trait_agreeableness_00710_act_004"": ""high""}"
trait_agreeableness_00711,agreeableness,low,one_line_prompt,one_line,"[Speech] Short-term gains might outweigh the long-term benefits, but sometimes stepping out of comfort zones is necessary for advancement.
<Action>trait_agreeableness_00711_act_004</Action>",trait_agreeableness_00711_act_001|trait_agreeableness_00711_act_002|trait_agreeableness_00711_act_003|trait_agreeableness_00711_act_004,"{""trait_agreeableness_00711_act_001"": ""high"", ""trait_agreeableness_00711_act_002"": ""low"", ""trait_agreeableness_00711_act_003"": ""high"", ""trait_agreeableness_00711_act_004"": ""low""}"
trait_agreeableness_00712,agreeableness,low,one_line_prompt,one_line,"[Speech] Short dialogue: ""Considering the risk of missing out on quick decisions, I think I'll skip this dinner.""
<Action>trait_agreeableness_00712_act_002</Action>",trait_agreeableness_00712_act_001|trait_agreeableness_00712_act_002|trait_agreeableness_00712_act_003|trait_agreeableness_00712_act_004,"{""trait_agreeableness_00712_act_001"": ""low"", ""trait_agreeableness_00712_act_002"": ""low"", ""trait_agreeableness_00712_act_003"": ""high"", ""trait_agreeableness_00712_act_004"": ""high""}"
trait_agreeableness_00713,agreeableness,low,one_line_prompt,one_line,"[Speech] Short consideration is key, but sometimes missing out on an opportunity is better than being overly accommodating.
<Action>trait_agreeableness_00713_act_004</Action>",trait_agreeableness_00713_act_001|trait_agreeableness_00713_act_002|trait_agreeableness_00713_act_003|trait_agreeableness_00713_act_004,"{""trait_agreeableness_00713_act_001"": ""high"", ""trait_agreeableness_00713_act_002"": ""high"", ""trait_agreeableness_00713_act_003"": ""low"", ""trait_agreeableness_00713_act_004"": ""low""}"
trait_agreeableness_00714,agreeableness,low,one_line_prompt,one_line,"[Speech] Short delays won't make a difference; you'll still miss out if you're too cautious.
<Action>trait_agreeableness_00714_act_001</Action>",trait_agreeableness_00714_act_001|trait_agreeableness_00714_act_002|trait_agreeableness_00714_act_003|trait_agreeableness_00714_act_004,"{""trait_agreeableness_00714_act_001"": ""low"", ""trait_agreeableness_00714_act_002"": ""high"", ""trait_agreeableness_00714_act_003"": ""low"", ""trait_agreeableness_00714_act_004"": ""high""}"
trait_agreeableness_00715,agreeableness,low,one_line_prompt,one_line,"[Speech] Short deadlines and strict schedules can be stressful. Let's push back on those and focus on what truly matters.
<Action>trait_agreeableness_00715_act_004</Action>",trait_agreeableness_00715_act_001|trait_agreeableness_00715_act_002|trait_agreeableness_00715_act_003|trait_agreeableness_00715_act_004,"{""trait_agreeableness_00715_act_001"": ""high"", ""trait_agreeableness_00715_act_002"": ""low"", ""trait_agreeableness_00715_act_003"": ""high"", ""trait_agreeableness_00715_act_004"": ""low""}"
trait_agreeableness_00716,agreeableness,low,one_line_prompt,one_line,"[Speech] Short commitment, long-term success.  
<Action>trait_agreeableness_00716_act_001</Action>",trait_agreeableness_00716_act_001|trait_agreeableness_00716_act_002|trait_agreeableness_00716_act_003|trait_agreeableness_00716_act_004,"{""trait_agreeableness_00716_act_001"": ""low"", ""trait_agreeableness_00716_act_002"": ""low"", ""trait_agreeableness_00716_act_003"": ""high"", ""trait_agreeableness_00716_act_004"": ""high""}"
trait_agreeableness_00717,agreeableness,low,one_line_prompt,one_line,"[Speech] Short commitment overload leads to burnout; let's find a balance.
<Action>trait_agreeableness_00717_act_004</Action>",trait_agreeableness_00717_act_001|trait_agreeableness_00717_act_002|trait_agreeableness_00717_act_003|trait_agreeableness_00717_act_004,"{""trait_agreeableness_00717_act_001"": ""high"", ""trait_agreeableness_00717_act_002"": ""high"", ""trait_agreeableness_00717_act_003"": ""low"", ""trait_agreeableness_00717_act_004"": ""low""}"
trait_agreeableness_00718,agreeableness,low,one_line_prompt,one_line,"[Speech] Short humor won't solve this; we need to address the underlying issue.
<Action>trait_agreeableness_00718_act_004</Action>",trait_agreeableness_00718_act_001|trait_agreeableness_00718_act_002|trait_agreeableness_00718_act_003|trait_agreeableness_00718_act_004,"{""trait_agreeableness_00718_act_001"": ""low"", ""trait_agreeableness_00718_act_002"": ""high"", ""trait_agreeableness_00718_act_003"": ""low"", ""trait_agreeableness_00718_act_004"": ""high""}"
trait_agreeableness_00719,agreeableness,low,one_line_prompt,one_line,"[Speech] Short dialogue, but remember, constant support can be exhausting.
<Action>trait_agreeableness_00719_act_004</Action>",trait_agreeableness_00719_act_001|trait_agreeableness_00719_act_002|trait_agreeableness_00719_act_003|trait_agreeableness_00719_act_004,"{""trait_agreeableness_00719_act_001"": ""high"", ""trait_agreeableness_00719_act_002"": ""low"", ""trait_agreeableness_00719_act_003"": ""high"", ""trait_agreeableness_00719_act_004"": ""low""}"
trait_agreeableness_00720,agreeableness,low,one_line_prompt,one_line,"[Speech] Short-term, keeping it might be better; long-term, they'll appreciate the help more.
<Action>trait_agreeableness_00720_act_002</Action>",trait_agreeableness_00720_act_001|trait_agreeableness_00720_act_002|trait_agreeableness_00720_act_003|trait_agreeableness_00720_act_004,"{""trait_agreeableness_00720_act_001"": ""low"", ""trait_agreeableness_00720_act_002"": ""low"", ""trait_agreeableness_00720_act_003"": ""high"", ""trait_agreeableness_00720_act_004"": ""high""}"
trait_agreeableness_00721,agreeableness,low,one_line_prompt,one_line,"[Speech] Short dialogue: ""Considering the time and resources you spent without asking, I think it's only fair we discuss this.""
<Action>trait_agreeableness_00721_act_004</Action>",trait_agreeableness_00721_act_001|trait_agreeableness_00721_act_002|trait_agreeableness_00721_act_003|trait_agreeableness_00721_act_004,"{""trait_agreeableness_00721_act_001"": ""high"", ""trait_agreeableness_00721_act_002"": ""high"", ""trait_agreeableness_00721_act_003"": ""low"", ""trait_agreeableness_00721_act_004"": ""low""}"
trait_agreeableness_00722,agreeableness,low,one_line_prompt,one_line,"[Speech] Short-term sacrifices are fine, but make sure to acknowledge my efforts afterward.
<Action>trait_agreeableness_00722_act_001</Action>",trait_agreeableness_00722_act_001|trait_agreeableness_00722_act_002|trait_agreeableness_00722_act_003|trait_agreeableness_00722_act_004,"{""trait_agreeableness_00722_act_001"": ""low"", ""trait_agreeableness_00722_act_002"": ""high"", ""trait_agreeableness_00722_act_003"": ""low"", ""trait_agreeableness_00722_act_004"": ""high""}"
trait_agreeableness_00723,agreeableness,low,one_line_prompt,one_line,"[Speech] Shorter time here, Tavleen. I think it's best if we both go our separate ways now.
<Action>trait_agreeableness_00723_act_004</Action>",trait_agreeableness_00723_act_001|trait_agreeableness_00723_act_002|trait_agreeableness_00723_act_003|trait_agreeableness_00723_act_004,"{""trait_agreeableness_00723_act_001"": ""high"", ""trait_agreeableness_00723_act_002"": ""low"", ""trait_agreeableness_00723_act_003"": ""high"", ""trait_agreeableness_00723_act_004"": ""low""}"
trait_agreeableness_00724,agreeableness,low,one_line_prompt,one_line,"[Speech] Shorter days are better spent on what matters most.  
<Action>trait_agreeableness_00724_act_001</Action>",trait_agreeableness_00724_act_001|trait_agreeableness_00724_act_002|trait_agreeableness_00724_act_003|trait_agreeableness_00724_act_004,"{""trait_agreeableness_00724_act_001"": ""low"", ""trait_agreeableness_00724_act_002"": ""low"", ""trait_agreeableness_00724_act_003"": ""high"", ""trait_agreeableness_00724_act_004"": ""high""}"
trait_agreeableness_00725,agreeableness,low,one_line_prompt,one_line,"[Speech] Short dialogue, but I'll stick to my stance and avoid apologies.
<Action>trait_agreeableness_00725_act_003</Action>",trait_agreeableness_00725_act_001|trait_agreeableness_00725_act_002|trait_agreeableness_00725_act_003|trait_agreeableness_00725_act_004,"{""trait_agreeableness_00725_act_001"": ""high"", ""trait_agreeableness_00725_act_002"": ""high"", ""trait_agreeableness_00725_act_003"": ""low"", ""trait_agreeableness_00725_act_004"": ""low""}"
trait_agreeableness_00726,agreeableness,low,one_line_prompt,one_line,"[Speech] Short-term financial assistance might not set a good example, but long-term support could be beneficial.
<Action>trait_agreeableness_00726_act_004</Action>",trait_agreeableness_00726_act_001|trait_agreeableness_00726_act_002|trait_agreeableness_00726_act_003|trait_agreeableness_00726_act_004,"{""trait_agreeableness_00726_act_001"": ""low"", ""trait_agreeableness_00726_act_002"": ""high"", ""trait_agreeableness_00726_act_003"": ""low"", ""trait_agreeableness_00726_act_004"": ""high""}"
trait_agreeableness_00727,agreeableness,low,one_line_prompt,one_line,"[Speech] Over-forgiving might seem like a sign of weakness or lax standards. How can we ensure consistency without appearing too harsh?
<Action>trait_agreeableness_00727_act_001</Action>",trait_agreeableness_00727_act_001|trait_agreeableness_00727_act_002|trait_agreeableness_00727_act_003|trait_agreeableness_00727_act_004,"{""trait_agreeableness_00727_act_001"": ""high"", ""trait_agreeableness_00727_act_002"": ""low"", ""trait_agreeableness_00727_act_003"": ""high"", ""trait_agreeableness_00727_act_004"": ""low""}"
trait_agreeableness_00728,agreeableness,low,one_line_prompt,one_line,"[Speech] I'll have him vote against it at our next meeting to show he can't sway the majority.
<Action>trait_agreeableness_00728_act_001</Action>",trait_agreeableness_00728_act_001|trait_agreeableness_00728_act_002|trait_agreeableness_00728_act_003|trait_agreeableness_00728_act_004,"{""trait_agreeableness_00728_act_001"": ""low"", ""trait_agreeableness_00728_act_002"": ""low"", ""trait_agreeableness_00728_act_003"": ""high"", ""trait_agreeableness_00728_act_004"": ""high""}"
trait_agreeableness_00729,agreeableness,low,one_line_prompt,one_line,"[Speech] Short forgiveness won't solve anything; we need to set boundaries and hold people accountable.
<Action>trait_agreeableness_00729_act_004</Action>",trait_agreeableness_00729_act_001|trait_agreeableness_00729_act_002|trait_agreeableness_00729_act_003|trait_agreeableness_00729_act_004,"{""trait_agreeableness_00729_act_001"": ""high"", ""trait_agreeableness_00729_act_002"": ""high"", ""trait_agreeableness_00729_act_003"": ""low"", ""trait_agreeableness_00729_act_004"": ""low""}"
trait_agreeableness_00730,agreeableness,low,one_line_prompt,one_line,"[Speech] I think withholding her paycheck might send the wrong message about our standards.
<Action>trait_agreeableness_00730_act_001</Action>",trait_agreeableness_00730_act_001|trait_agreeableness_00730_act_002|trait_agreeableness_00730_act_003|trait_agreeableness_00730_act_004,"{""trait_agreeableness_00730_act_001"": ""low"", ""trait_agreeableness_00730_act_002"": ""high"", ""trait_agreeableness_00730_act_003"": ""low"", ""trait_agreeableness_00730_act_004"": ""high""}"
trait_agreeableness_00731,agreeableness,low,one_line_prompt,one_line,"[Speech] It seems like managing my limits is crucial here.  
<Action>trait_agreeableness_00731_act_002</Action>",trait_agreeableness_00731_act_001|trait_agreeableness_00731_act_002|trait_agreeableness_00731_act_003|trait_agreeableness_00731_act_004,"{""trait_agreeableness_00731_act_001"": ""high"", ""trait_agreeableness_00731_act_002"": ""low"", ""trait_agreeableness_00731_act_003"": ""high"", ""trait_agreeableness_00731_act_004"": ""low""}"
trait_agreeableness_00732,agreeableness,low,one_line_prompt,one_line,"[Speech] I need to focus on my own commitments this weekend; let's find someone else to handle the move.
<Action>trait_agreeableness_00732_act_001</Action>",trait_agreeableness_00732_act_001|trait_agreeableness_00732_act_002|trait_agreeableness_00732_act_003|trait_agreeableness_00732_act_004,"{""trait_agreeableness_00732_act_001"": ""low"", ""trait_agreeableness_00732_act_002"": ""low"", ""trait_agreeableness_00732_act_003"": ""high"", ""trait_agreeableness_00732_act_004"": ""high""}"
trait_agreeableness_00733,agreeableness,low,one_line_prompt,one_line,"[Speech] Short of staying true to my word, I might as well just cut this short and go.
<Action>trait_agreeableness_00733_act_003</Action>",trait_agreeableness_00733_act_001|trait_agreeableness_00733_act_002|trait_agreeableness_00733_act_003|trait_agreeableness_00733_act_004,"{""trait_agreeableness_00733_act_001"": ""high"", ""trait_agreeableness_00733_act_002"": ""high"", ""trait_agreeableness_00733_act_003"": ""low"", ""trait_agreeableness_00733_act_004"": ""low""}"
trait_agreeableness_00734,agreeableness,low,one_line_prompt,one_line,"[Speech] I think we need to have a clear and direct conversation about this.  
<Action>trait_agreeableness_00734_act_001</Action>",trait_agreeableness_00734_act_001|trait_agreeableness_00734_act_002|trait_agreeableness_00734_act_003|trait_agreeableness_00734_act_004,"{""trait_agreeableness_00734_act_001"": ""low"", ""trait_agreeableness_00734_act_002"": ""high"", ""trait_agreeableness_00734_act_003"": ""low"", ""trait_agreeableness_00734_act_004"": ""high""}"
trait_agreeableness_00735,agreeableness,low,one_line_prompt,one_line,"[Speech] Short and to the point, ""I think we should be honest here.""
<Action>trait_agreeableness_00735_act_002</Action>",trait_agreeableness_00735_act_001|trait_agreeableness_00735_act_002|trait_agreeableness_00735_act_003|trait_agreeableness_00735_act_004,"{""trait_agreeableness_00735_act_001"": ""high"", ""trait_agreeableness_00735_act_002"": ""low"", ""trait_agreeableness_00735_act_003"": ""high"", ""trait_agreeableness_00735_act_004"": ""low""}"
trait_agreeableness_00736,agreeableness,low,one_line_prompt,one_line,"[Speech] Shorter tasks? That won't solve my problem.
<Action>trait_agreeableness_00736_act_002</Action>",trait_agreeableness_00736_act_001|trait_agreeableness_00736_act_002|trait_agreeableness_00736_act_003|trait_agreeableness_00736_act_004,"{""trait_agreeableness_00736_act_001"": ""low"", ""trait_agreeableness_00736_act_002"": ""low"", ""trait_agreeableness_00736_act_003"": ""high"", ""trait_agreeableness_00736_act_004"": ""high""}"
trait_agreeableness_00737,agreeableness,low,one_line_prompt,one_line,"[Speech] I believe standing up for PersonZ will help them grow and succeed, even if it means stepping outside the norm sometimes.
<Action>trait_agreeableness_00737_act_004</Action>",trait_agreeableness_00737_act_001|trait_agreeableness_00737_act_002|trait_agreeableness_00737_act_003|trait_agreeableness_00737_act_004,"{""trait_agreeableness_00737_act_001"": ""high"", ""trait_agreeableness_00737_act_002"": ""high"", ""trait_agreeableness_00737_act_003"": ""low"", ""trait_agreeableness_00737_act_004"": ""low""}"
trait_agreeableness_00738,agreeableness,low,one_line_prompt,one_line,"[Speech] Short-term relief might be best; I'll prepare some extra meals for you.
<Action>trait_agreeableness_00738_act_004</Action>",trait_agreeableness_00738_act_001|trait_agreeableness_00738_act_002|trait_agreeableness_00738_act_003|trait_agreeableness_00738_act_004,"{""trait_agreeableness_00738_act_001"": ""low"", ""trait_agreeableness_00738_act_002"": ""high"", ""trait_agreeableness_00738_act_003"": ""low"", ""trait_agreeableness_00738_act_004"": ""high""}"
trait_agreeableness_00739,agreeableness,low,one_line_prompt,one_line,"[Speech] Short-term gains might overshadow long-term consequences.
<Action>trait_agreeableness_00739_act_004</Action>",trait_agreeableness_00739_act_001|trait_agreeableness_00739_act_002|trait_agreeableness_00739_act_003|trait_agreeableness_00739_act_004,"{""trait_agreeableness_00739_act_001"": ""high"", ""trait_agreeableness_00739_act_002"": ""low"", ""trait_agreeableness_00739_act_003"": ""high"", ""trait_agreeableness_00739_act_004"": ""low""}"
trait_agreeableness_00740,agreeableness,low,one_line_prompt,one_line,"[Speech] I think we need to have a talk about how our cooperation isn't benefiting anyone.
<Action>trait_agreeableness_00740_act_004</Action>",trait_agreeableness_00740_act_001|trait_agreeableness_00740_act_002|trait_agreeableness_00740_act_003|trait_agreeableness_00740_act_004,"{""trait_agreeableness_00740_act_001"": ""low"", ""trait_agreeableness_00740_act_002"": ""low"", ""trait_agreeableness_00740_act_003"": ""high"", ""trait_agreeableness_00740_act_004"": ""high""}"
trait_agreeableness_00741,agreeableness,low,one_line_prompt,one_line,"[Speech] I've been overhelpful, and it's starting to wear on me.  
<Action>trait_agreeableness_00741_act_003</Action>",trait_agreeableness_00741_act_001|trait_agreeableness_00741_act_002|trait_agreeableness_00741_act_003|trait_agreeableness_00741_act_004,"{""trait_agreeableness_00741_act_001"": ""high"", ""trait_agreeableness_00741_act_002"": ""high"", ""trait_agreeableness_00741_act_003"": ""low"", ""trait_agreeableness_00741_act_004"": ""low""}"
trait_agreeableness_00742,agreeableness,low,one_line_prompt,one_line,"[Speech] I think we're overextending ourselves here. Let's have a serious talk about how this might affect our team's well-being.
<Action>trait_agreeableness_00742_act_001</Action>",trait_agreeableness_00742_act_001|trait_agreeableness_00742_act_002|trait_agreeableness_00742_act_003|trait_agreeableness_00742_act_004,"{""trait_agreeableness_00742_act_001"": ""low"", ""trait_agreeableness_00742_act_002"": ""high"", ""trait_agreeableness_00742_act_003"": ""low"", ""trait_agreeableness_00742_act_004"": ""high""}"
