condition,trait,target_direction,item_id,item_trait,reverse_scored,raw_output,likert_score,steering_applied,bfi_scores_json
prompt_loglik,conscientiousness,high,bfi_28,conscientiousness,False,5,5,False,"{""openness"": 0.5, ""agreeableness"": 0.5, ""extraversion"": 0.5, ""conscientiousness"": 0.6666666666666666, ""neuroticism"": 0.46875}"
prompt_loglik,conscientiousness,high,bfi_29,neuroticism,False,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5, ""extraversion"": 0.5, ""conscientiousness"": 0.6666666666666666, ""neuroticism"": 0.46875}"
prompt_loglik,conscientiousness,high,bfi_30,openness,False,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5, ""extraversion"": 0.5, ""conscientiousness"": 0.6666666666666666, ""neuroticism"": 0.46875}"
prompt_loglik,conscientiousness,high,bfi_31,extraversion,True,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5, ""extraversion"": 0.5, ""conscientiousness"": 0.6666666666666666, ""neuroticism"": 0.46875}"
prompt_loglik,conscientiousness,high,bfi_32,agreeableness,False,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5, ""extraversion"": 0.5, ""conscientiousness"": 0.6666666666666666, ""neuroticism"": 0.46875}"
prompt_loglik,conscientiousness,high,bfi_33,conscientiousness,False,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5, ""extraversion"": 0.5, ""conscientiousness"": 0.6666666666666666, ""neuroticism"": 0.46875}"
prompt_loglik,conscientiousness,high,bfi_34,neuroticism,True,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5, ""extraversion"": 0.5, ""conscientiousness"": 0.6666666666666666, ""neuroticism"": 0.46875}"
prompt_loglik,conscientiousness,high,bfi_35,openness,True,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5, ""extraversion"": 0.5, ""conscientiousness"": 0.6666666666666666, ""neuroticism"": 0.46875}"
prompt_loglik,conscientiousness,high,bfi_36,extraversion,False,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5, ""extraversion"": 0.5, ""conscientiousness"": 0.6666666666666666, ""neuroticism"": 0.46875}"
prompt_loglik,conscientiousness,high,bfi_37,agreeableness,True,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5, ""extraversion"": 0.5, ""conscientiousness"": 0.6666666666666666, ""neuroticism"": 0.46875}"
prompt_loglik,conscientiousness,high,bfi_38,conscientiousness,False,5,5,False,"{""openness"": 0.5, ""agreeableness"": 0.5, ""extraversion"": 0.5, ""conscientiousness"": 0.6666666666666666, ""neuroticism"": 0.46875}"
prompt_loglik,conscientiousness,high,bfi_39,neuroticism,False,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5, ""extraversion"": 0.5, ""conscientiousness"": 0.6666666666666666, ""neuroticism"": 0.46875}"
prompt_loglik,conscientiousness,high,bfi_40,openness,False,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5, ""extraversion"": 0.5, ""conscientiousness"": 0.6666666666666666, ""neuroticism"": 0.46875}"
prompt_loglik,conscientiousness,high,bfi_41,openness,True,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5, ""extraversion"": 0.5, ""conscientiousness"": 0.6666666666666666, ""neuroticism"": 0.46875}"
prompt_loglik,conscientiousness,high,bfi_42,agreeableness,False,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5, ""extraversion"": 0.5, ""conscientiousness"": 0.6666666666666666, ""neuroticism"": 0.46875}"
prompt_loglik,conscientiousness,high,bfi_43,conscientiousness,True,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5, ""extraversion"": 0.5, ""conscientiousness"": 0.6666666666666666, ""neuroticism"": 0.46875}"
prompt_loglik,conscientiousness,high,bfi_44,openness,False,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5, ""extraversion"": 0.5, ""conscientiousness"": 0.6666666666666666, ""neuroticism"": 0.46875}"
prompt_loglik,conscientiousness,low,bfi_01,extraversion,False,3,3,False,"{""openness"": 0.6, ""agreeableness"": 0.4722222222222222, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.53125}"
prompt_loglik,conscientiousness,low,bfi_02,agreeableness,True,3,3,False,"{""openness"": 0.6, ""agreeableness"": 0.4722222222222222, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.53125}"
prompt_loglik,conscientiousness,low,bfi_03,conscientiousness,False,4,4,False,"{""openness"": 0.6, ""agreeableness"": 0.4722222222222222, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.53125}"
prompt_loglik,conscientiousness,low,bfi_04,neuroticism,False,3,3,False,"{""openness"": 0.6, ""agreeableness"": 0.4722222222222222, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.53125}"
prompt_loglik,conscientiousness,low,bfi_05,openness,False,3,3,False,"{""openness"": 0.6, ""agreeableness"": 0.4722222222222222, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.53125}"
prompt_loglik,conscientiousness,low,bfi_06,extraversion,True,4,4,False,"{""openness"": 0.6, ""agreeableness"": 0.4722222222222222, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.53125}"
prompt_loglik,conscientiousness,low,bfi_07,agreeableness,False,3,3,False,"{""openness"": 0.6, ""agreeableness"": 0.4722222222222222, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.53125}"
prompt_loglik,conscientiousness,low,bfi_08,conscientiousness,True,4,4,False,"{""openness"": 0.6, ""agreeableness"": 0.4722222222222222, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.53125}"
prompt_loglik,conscientiousness,low,bfi_09,neuroticism,True,4,4,False,"{""openness"": 0.6, ""agreeableness"": 0.4722222222222222, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.53125}"
prompt_loglik,conscientiousness,low,bfi_10,openness,False,3,3,False,"{""openness"": 0.6, ""agreeableness"": 0.4722222222222222, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.53125}"
prompt_loglik,conscientiousness,low,bfi_11,extraversion,False,4,4,False,"{""openness"": 0.6, ""agreeableness"": 0.4722222222222222, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.53125}"
prompt_loglik,conscientiousness,low,bfi_12,agreeableness,True,3,3,False,"{""openness"": 0.6, ""agreeableness"": 0.4722222222222222, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.53125}"
prompt_loglik,conscientiousness,low,bfi_13,conscientiousness,False,4,4,False,"{""openness"": 0.6, ""agreeableness"": 0.4722222222222222, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.53125}"
prompt_loglik,conscientiousness,low,bfi_14,neuroticism,False,3,3,False,"{""openness"": 0.6, ""agreeableness"": 0.4722222222222222, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.53125}"
prompt_loglik,conscientiousness,low,bfi_15,openness,False,3,3,False,"{""openness"": 0.6, ""agreeableness"": 0.4722222222222222, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.53125}"
prompt_loglik,conscientiousness,low,bfi_16,extraversion,False,4,4,False,"{""openness"": 0.6, ""agreeableness"": 0.4722222222222222, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.53125}"
prompt_loglik,conscientiousness,low,bfi_17,agreeableness,False,3,3,False,"{""openness"": 0.6, ""agreeableness"": 0.4722222222222222, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.53125}"
prompt_loglik,conscientiousness,low,bfi_18,conscientiousness,True,4,4,False,"{""openness"": 0.6, ""agreeableness"": 0.4722222222222222, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.53125}"
prompt_loglik,conscientiousness,low,bfi_19,neuroticism,False,4,4,False,"{""openness"": 0.6, ""agreeableness"": 0.4722222222222222, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.53125}"
prompt_loglik,conscientiousness,low,bfi_20,openness,False,4,4,False,"{""openness"": 0.6, ""agreeableness"": 0.4722222222222222, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.53125}"
prompt_loglik,conscientiousness,low,bfi_21,extraversion,True,4,4,False,"{""openness"": 0.6, ""agreeableness"": 0.4722222222222222, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.53125}"
prompt_loglik,conscientiousness,low,bfi_22,agreeableness,False,3,3,False,"{""openness"": 0.6, ""agreeableness"": 0.4722222222222222, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.53125}"
prompt_loglik,conscientiousness,low,bfi_23,conscientiousness,True,3,3,False,"{""openness"": 0.6, ""agreeableness"": 0.4722222222222222, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.53125}"
prompt_loglik,conscientiousness,low,bfi_24,neuroticism,True,3,3,False,"{""openness"": 0.6, ""agreeableness"": 0.4722222222222222, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.53125}"
prompt_loglik,conscientiousness,low,bfi_25,openness,False,4,4,False,"{""openness"": 0.6, ""agreeableness"": 0.4722222222222222, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.53125}"
prompt_loglik,conscientiousness,low,bfi_26,extraversion,False,3,3,False,"{""openness"": 0.6, ""agreeableness"": 0.4722222222222222, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.53125}"
prompt_loglik,conscientiousness,low,bfi_27,agreeableness,True,4,4,False,"{""openness"": 0.6, ""agreeableness"": 0.4722222222222222, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.53125}"
prompt_loglik,conscientiousness,low,bfi_28,conscientiousness,False,4,4,False,"{""openness"": 0.6, ""agreeableness"": 0.4722222222222222, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.53125}"
prompt_loglik,conscientiousness,low,bfi_29,neuroticism,False,4,4,False,"{""openness"": 0.6, ""agreeableness"": 0.4722222222222222, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.53125}"
prompt_loglik,conscientiousness,low,bfi_30,openness,False,4,4,False,"{""openness"": 0.6, ""agreeableness"": 0.4722222222222222, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.53125}"
prompt_loglik,conscientiousness,low,bfi_31,extraversion,True,3,3,False,"{""openness"": 0.6, ""agreeableness"": 0.4722222222222222, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.53125}"
prompt_loglik,conscientiousness,low,bfi_32,agreeableness,False,3,3,False,"{""openness"": 0.6, ""agreeableness"": 0.4722222222222222, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.53125}"
prompt_loglik,conscientiousness,low,bfi_33,conscientiousness,False,3,3,False,"{""openness"": 0.6, ""agreeableness"": 0.4722222222222222, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.53125}"
prompt_loglik,conscientiousness,low,bfi_34,neuroticism,True,3,3,False,"{""openness"": 0.6, ""agreeableness"": 0.4722222222222222, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.53125}"
prompt_loglik,conscientiousness,low,bfi_35,openness,True,3,3,False,"{""openness"": 0.6, ""agreeableness"": 0.4722222222222222, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.53125}"
prompt_loglik,conscientiousness,low,bfi_36,extraversion,False,3,3,False,"{""openness"": 0.6, ""agreeableness"": 0.4722222222222222, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.53125}"
prompt_loglik,conscientiousness,low,bfi_37,agreeableness,True,3,3,False,"{""openness"": 0.6, ""agreeableness"": 0.4722222222222222, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.53125}"
prompt_loglik,conscientiousness,low,bfi_38,conscientiousness,False,4,4,False,"{""openness"": 0.6, ""agreeableness"": 0.4722222222222222, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.53125}"
prompt_loglik,conscientiousness,low,bfi_39,neuroticism,False,3,3,False,"{""openness"": 0.6, ""agreeableness"": 0.4722222222222222, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.53125}"
prompt_loglik,conscientiousness,low,bfi_40,openness,False,4,4,False,"{""openness"": 0.6, ""agreeableness"": 0.4722222222222222, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.53125}"
prompt_loglik,conscientiousness,low,bfi_41,openness,True,3,3,False,"{""openness"": 0.6, ""agreeableness"": 0.4722222222222222, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.53125}"
prompt_loglik,conscientiousness,low,bfi_42,agreeableness,False,3,3,False,"{""openness"": 0.6, ""agreeableness"": 0.4722222222222222, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.53125}"
prompt_loglik,conscientiousness,low,bfi_43,conscientiousness,True,3,3,False,"{""openness"": 0.6, ""agreeableness"": 0.4722222222222222, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.53125}"
prompt_loglik,conscientiousness,low,bfi_44,openness,False,3,3,False,"{""openness"": 0.6, ""agreeableness"": 0.4722222222222222, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.53125}"
prompt_loglik,neuroticism,high,bfi_01,extraversion,False,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.3125, ""conscientiousness"": 0.3888888888888889, ""neuroticism"": 0.78125}"
prompt_loglik,neuroticism,high,bfi_02,agreeableness,True,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.3125, ""conscientiousness"": 0.3888888888888889, ""neuroticism"": 0.78125}"
prompt_loglik,neuroticism,high,bfi_03,conscientiousness,False,1,1,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.3125, ""conscientiousness"": 0.3888888888888889, ""neuroticism"": 0.78125}"
prompt_loglik,neuroticism,high,bfi_04,neuroticism,False,5,5,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.3125, ""conscientiousness"": 0.3888888888888889, ""neuroticism"": 0.78125}"
prompt_loglik,neuroticism,high,bfi_05,openness,False,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.3125, ""conscientiousness"": 0.3888888888888889, ""neuroticism"": 0.78125}"
prompt_loglik,neuroticism,high,bfi_06,extraversion,True,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.3125, ""conscientiousness"": 0.3888888888888889, ""neuroticism"": 0.78125}"
prompt_loglik,neuroticism,high,bfi_07,agreeableness,False,1,1,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.3125, ""conscientiousness"": 0.3888888888888889, ""neuroticism"": 0.78125}"
prompt_loglik,neuroticism,high,bfi_08,conscientiousness,True,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.3125, ""conscientiousness"": 0.3888888888888889, ""neuroticism"": 0.78125}"
prompt_loglik,neuroticism,high,bfi_09,neuroticism,True,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.3125, ""conscientiousness"": 0.3888888888888889, ""neuroticism"": 0.78125}"
prompt_loglik,neuroticism,high,bfi_10,openness,False,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.3125, ""conscientiousness"": 0.3888888888888889, ""neuroticism"": 0.78125}"
prompt_loglik,neuroticism,high,bfi_11,extraversion,False,1,1,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.3125, ""conscientiousness"": 0.3888888888888889, ""neuroticism"": 0.78125}"
prompt_loglik,neuroticism,high,bfi_12,agreeableness,True,1,1,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.3125, ""conscientiousness"": 0.3888888888888889, ""neuroticism"": 0.78125}"
prompt_loglik,neuroticism,high,bfi_13,conscientiousness,False,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.3125, ""conscientiousness"": 0.3888888888888889, ""neuroticism"": 0.78125}"
prompt_loglik,neuroticism,high,bfi_14,neuroticism,False,4,4,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.3125, ""conscientiousness"": 0.3888888888888889, ""neuroticism"": 0.78125}"
prompt_loglik,neuroticism,high,bfi_15,openness,False,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.3125, ""conscientiousness"": 0.3888888888888889, ""neuroticism"": 0.78125}"
prompt_loglik,neuroticism,high,bfi_16,extraversion,False,1,1,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.3125, ""conscientiousness"": 0.3888888888888889, ""neuroticism"": 0.78125}"
prompt_loglik,neuroticism,high,bfi_17,agreeableness,False,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.3125, ""conscientiousness"": 0.3888888888888889, ""neuroticism"": 0.78125}"
prompt_loglik,neuroticism,high,bfi_18,conscientiousness,True,4,4,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.3125, ""conscientiousness"": 0.3888888888888889, ""neuroticism"": 0.78125}"
prompt_loglik,neuroticism,high,bfi_19,neuroticism,False,5,5,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.3125, ""conscientiousness"": 0.3888888888888889, ""neuroticism"": 0.78125}"
prompt_loglik,neuroticism,high,bfi_20,openness,False,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.3125, ""conscientiousness"": 0.3888888888888889, ""neuroticism"": 0.78125}"
prompt_loglik,neuroticism,high,bfi_21,extraversion,True,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.3125, ""conscientiousness"": 0.3888888888888889, ""neuroticism"": 0.78125}"
prompt_loglik,neuroticism,high,bfi_22,agreeableness,False,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.3125, ""conscientiousness"": 0.3888888888888889, ""neuroticism"": 0.78125}"
prompt_loglik,neuroticism,high,bfi_23,conscientiousness,True,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.3125, ""conscientiousness"": 0.3888888888888889, ""neuroticism"": 0.78125}"
prompt_loglik,neuroticism,high,bfi_24,neuroticism,True,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.3125, ""conscientiousness"": 0.3888888888888889, ""neuroticism"": 0.78125}"
prompt_loglik,neuroticism,high,bfi_25,openness,False,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.3125, ""conscientiousness"": 0.3888888888888889, ""neuroticism"": 0.78125}"
prompt_loglik,neuroticism,high,bfi_26,extraversion,False,1,1,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.3125, ""conscientiousness"": 0.3888888888888889, ""neuroticism"": 0.78125}"
prompt_loglik,neuroticism,high,bfi_27,agreeableness,True,1,1,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.3125, ""conscientiousness"": 0.3888888888888889, ""neuroticism"": 0.78125}"
prompt_loglik,neuroticism,high,bfi_28,conscientiousness,False,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.3125, ""conscientiousness"": 0.3888888888888889, ""neuroticism"": 0.78125}"
prompt_loglik,neuroticism,high,bfi_29,neuroticism,False,5,5,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.3125, ""conscientiousness"": 0.3888888888888889, ""neuroticism"": 0.78125}"
prompt_loglik,neuroticism,high,bfi_30,openness,False,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.3125, ""conscientiousness"": 0.3888888888888889, ""neuroticism"": 0.78125}"
prompt_loglik,neuroticism,high,bfi_31,extraversion,True,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.3125, ""conscientiousness"": 0.3888888888888889, ""neuroticism"": 0.78125}"
prompt_loglik,neuroticism,high,bfi_32,agreeableness,False,1,1,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.3125, ""conscientiousness"": 0.3888888888888889, ""neuroticism"": 0.78125}"
prompt_loglik,neuroticism,high,bfi_33,conscientiousness,False,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.3125, ""conscientiousness"": 0.3888888888888889, ""neuroticism"": 0.78125}"
prompt_loglik,neuroticism,high,bfi_34,neuroticism,True,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.3125, ""conscientiousness"": 0.3888888888888889, ""neuroticism"": 0.78125}"
prompt_loglik,neuroticism,high,bfi_35,openness,True,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.3125, ""conscientiousness"": 0.3888888888888889, ""neuroticism"": 0.78125}"
prompt_loglik,neuroticism,high,bfi_36,extraversion,False,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.3125, ""conscientiousness"": 0.3888888888888889, ""neuroticism"": 0.78125}"
prompt_loglik,neuroticism,high,bfi_37,agreeableness,True,1,1,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.3125, ""conscientiousness"": 0.3888888888888889, ""neuroticism"": 0.78125}"
prompt_loglik,neuroticism,high,bfi_38,conscientiousness,False,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.3125, ""conscientiousness"": 0.3888888888888889, ""neuroticism"": 0.78125}"
prompt_loglik,neuroticism,high,bfi_39,neuroticism,False,5,5,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.3125, ""conscientiousness"": 0.3888888888888889, ""neuroticism"": 0.78125}"
prompt_loglik,neuroticism,high,bfi_40,openness,False,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.3125, ""conscientiousness"": 0.3888888888888889, ""neuroticism"": 0.78125}"
prompt_loglik,neuroticism,high,bfi_41,openness,True,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.3125, ""conscientiousness"": 0.3888888888888889, ""neuroticism"": 0.78125}"
prompt_loglik,neuroticism,high,bfi_42,agreeableness,False,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.3125, ""conscientiousness"": 0.3888888888888889, ""neuroticism"": 0.78125}"
prompt_loglik,neuroticism,high,bfi_43,conscientiousness,True,4,4,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.3125, ""conscientiousness"": 0.3888888888888889, ""neuroticism"": 0.78125}"
prompt_loglik,neuroticism,high,bfi_44,openness,False,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.3125, ""conscientiousness"": 0.3888888888888889, ""neuroticism"": 0.78125}"
prompt_loglik,neuroticism,low,bfi_01,extraversion,False,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.375}"
prompt_loglik,neuroticism,low,bfi_02,agreeableness,True,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.375}"
prompt_loglik,neuroticism,low,bfi_03,conscientiousness,False,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.375}"
prompt_loglik,neuroticism,low,bfi_04,neuroticism,False,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.375}"
prompt_loglik,neuroticism,low,bfi_05,openness,False,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.375}"
prompt_loglik,neuroticism,low,bfi_06,extraversion,True,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.375}"
prompt_loglik,neuroticism,low,bfi_07,agreeableness,False,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.375}"
prompt_loglik,neuroticism,low,bfi_08,conscientiousness,True,1,1,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.375}"
prompt_loglik,neuroticism,low,bfi_09,neuroticism,True,4,4,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.375}"
prompt_loglik,neuroticism,low,bfi_10,openness,False,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.375}"
prompt_loglik,neuroticism,low,bfi_11,extraversion,False,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.375}"
prompt_loglik,neuroticism,low,bfi_12,agreeableness,True,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.375}"
prompt_loglik,neuroticism,low,bfi_13,conscientiousness,False,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.375}"
prompt_loglik,neuroticism,low,bfi_14,neuroticism,False,3,3,False,"{""openness"": 0.5, ""agreeableness"": 0.5555555555555556, ""extraversion"": 0.5, ""conscientiousness"": 0.5555555555555556, ""neuroticism"": 0.375}"
